"customer_key","year_birth","education","marital_status","income","household_size","month","customer_count"
"101402","1978","Graduate","Together","57867","3","1","176"
"101090","1989","Graduate","Married","37155","3","1","176"
"101404","1959","Graduate","Married","65492","2","1","176"
"101405","1977","Graduate","Divorced","32952","2","1","176"
"100533","1968","Graduate","Married","19514","4","1","176"
"101094","1974","Master","Together","21255","3","1","176"
"101408","1988","Graduate","Married","68487","2","1","176"
"100039","1943","PhD","Divorced","48948","1","1","176"
"100521","1967","Graduate","Together","44931","3","1","176"
"100506","1987","Master","Single","73454","1","1","176"
"100505","1965","Graduate","Divorced","30630","3","1","176"
"100504","1944","Master","Married","80184","2","1","176"
"101450","1957","Graduate","Widow","66033","2","1","176"
"100799","1984","Graduate","Together","16529","3","1","176"
"101873","1979","Master","Married","45057","3","1","176"
"101458","1961","Graduate","Divorced","27215","4","1","176"
"100791","1978","Undergraduate","Married","25804","3","1","176"
"101460","1988","Graduate","Married","24645","3","1","176"
"101463","1952","Graduate","Single","47958","2","1","176"
"101867","1951","Graduate","Single","60689","2","1","176"
"100474","1969","Graduate","Married","14045","3","1","176"
"101472","1976","Master","Single","60482","2","1","176"
"101473","1956","Graduate","Together","34633","5","1","176"
"101490","1955","Master","Divorced","70638","1","1","176"
"101494","1977","Graduate","Married","71855","3","1","176"
"101859","1985","Undergraduate","Together","7500","3","1","176"
"101117","1969","Graduate","Single","81657","1","1","176"
"101969","1975","Master","Together","34176","3","1","176"
"100450","1958","PhD","Widow","50520","2","1","176"
"100448","1964","Graduate","Married","60597","3","1","176"
"100445","1984","Master","Married","42207","3","1","176"
"101853","1956","Graduate","Married","48195","4","1","176"
"101507","1959","Graduate","Single","50664","3","1","176"
"101508","1963","Graduate","Together","54414","4","1","176"
"100441","1980","Undergraduate","Married","70829","4","1","176"
"100774","1951","Graduate","Married","34838","4","1","176"
"101847","1983","Graduate","Married","36790","2","1","176"
"101845","1981","High School","Married","34445","2","1","176"
"101971","1965","Graduate","Single","59686","2","1","176"
"100421","1967","Undergraduate","Together","67309","4","1","176"
"100159","1958","Master","Single","30523","4","1","176"
"100404","1962","Graduate","Together","75072","3","1","176"
"101556","1980","Graduate","Married","33228","3","1","176"
"100162","1975","PhD","Divorced","74165","1","1","176"
"100163","1973","PhD","Married","157243","3","1","176"
"100767","1962","Master","Single","45183","1","1","176"
"100864","1958","Graduate","Divorced","78331","2","1","176"
"101127","1950","Graduate","Together","48070","3","1","176"
"100762","1945","Master","Together","62847","2","1","176"
"100991","1977","Undergraduate","Married","31056","3","1","176"
"101558","1971","Graduate","Together","38232","4","1","176"
"101831","1973","PhD","Married","32644","3","1","176"
"101584","1973","PhD","Married","54222","3","1","176"
"100172","1959","PhD","Together","53537","4","1","176"
"101594","1979","Graduate","Married","17688","3","1","176"
"101595","1983","PhD","Married","92491","2","1","176"
"101598","1982","PhD","Single","38513","2","1","176"
"100874","1971","Graduate","Widow","45684","2","2","166"
"101009","1970","Undergraduate","Divorced","25959","3","2","166"
"101008","1949","PhD","Married","69098","2","2","166"
"100993","1958","PhD","Together","37334","4","2","166"
"100910","1982","Undergraduate","Married","57937","3","2","166"
"100977","1976","Graduate","Single","20180","1","2","166"
"100965","1954","Graduate","Single","36130","2","2","166"
"100963","1987","Graduate","Together","22434","3","2","166"
"100934","1988","Graduate","Married","84219","2","2","166"
"100955","1989","Graduate","Single","64449","2","2","166"
"101957","1957","Graduate","Married","23539","2","2","166"
"101951","1969","Graduate","Widow","40590","3","2","166"
"100079","1965","Graduate","Together","56046","2","2","166"
"100083","1987","Graduate","Divorced","81361","1","2","166"
"101928","1955","Graduate","Widow","58275","3","2","166"
"101924","1972","High School","Married","14188","2","2","166"
"101923","1974","PhD","Married","78128","3","2","166"
"100106","1969","Graduate","Married","52413","4","2","166"
"100109","1979","Graduate","Together","77298","3","2","166"
"101914","1976","Graduate","Together","71322","3","2","166"
"100112","1991","Graduate","Single","86037","1","2","166"
"100116","1978","Undergraduate","Married","36550","3","2","166"
"100120","1967","Master","Single","32557","2","2","166"
"100124","1965","Undergraduate","Together","71488","2","2","166"
"101883","1955","Master","Single","36927","3","2","166"
"101870","1991","Graduate","Single","49767","1","2","166"
"101856","1979","Master","Married","32765","3","2","166"
"101855","1965","PhD","Married","71322","3","2","166"
"100154","1949","Graduate","Together","69372","2","2","166"
"101843","1986","Graduate","Single","39146","2","2","166"
"101841","1966","PhD","Together","65814","3","2","166"
"101839","1964","Graduate","Divorced","41638","2","2","166"
"101832","1980","Undergraduate","Single","67506","2","2","166"
"100167","1988","Graduate","Single","66951","1","2","166"
"100168","1957","Graduate","Together","26091","4","2","166"
"101815","1984","Graduate","Married","24570","3","2","166"
"100185","1966","Graduate","Married","61286","3","2","166"
"100187","1964","PhD","Married","45759","4","2","166"
"100191","1973","Graduate","Married","51148","4","2","166"
"101811","1963","Undergraduate","Married","32632","2","2","166"
"102017","1955","Undergraduate","Divorced","41769","2","2","166"
"101807","1966","Graduate","Divorced","55686","2","2","166"
"100200","1977","PhD","Together","102160","2","2","166"
"101805","1949","Graduate","Widow","72643","1","2","166"
"101804","1963","Graduate","Together","77226","3","2","166"
"101785","1982","Graduate","Married","63211","2","2","166"
"100226","1986","PhD","Together","34320","3","2","166"
"101745","1964","PhD","Married","45759","4","2","166"
"101738","1989","Master","Together","88420","2","2","166"
"101737","1982","Graduate","Married","42081","3","2","166"
"102011","1978","Graduate","Married","73807","3","2","166"
"100274","1986","PhD","Single","69867","1","2","166"
"101726","1951","PhD","Together","69702","3","2","166"
"101721","1948","PhD","Single","60200","2","2","166"
"101699","1988","Graduate","Single","25008","2","2","166"
"101684","1962","PhD","Married","54693","3","2","166"
"101679","1986","Graduate","Together","78394","2","2","166"
"101667","1954","Graduate","Divorced","72071","2","2","166"
"100320","1976","PhD","Divorced","14849","2","2","166"
"100323","1986","PhD","Single","29999","2","2","166"
"101642","1976","PhD","Single","42473","3","2","166"
"102002","1947","Graduate","Married","27469","2","2","166"
"100025","1969","Graduate","Single","18589","1","2","166"
"101620","1980","Undergraduate","Single","31859","2","2","166"
"100355","1978","Graduate","Married","28442","4","2","166"
"101607","1954","Graduate","Divorced","70044","2","2","166"
"101602","1951","Graduate","Married","71107","3","2","166"
"101597","1962","PhD","Widow","82571","1","2","166"
"100370","1961","PhD","Together","66426","3","2","166"
"100027","1986","Graduate","Single","51381","2","2","166"
"101583","1978","Graduate","Married","64813","3","2","166"
"100385","1968","Master","Married","70777","3","2","166"
"101579","1973","High School","Together","9722","3","2","166"
"101573","1983","PhD","Married","86580","2","2","166"
"101568","1985","PhD","Married","18169","3","2","166"
"100407","1994","Graduate","Together","80134","2","2","166"
"100408","1981","Graduate","Single","91065","1","2","166"
"102001","1971","Graduate","Divorced","40851","3","2","166"
"101541","1958","PhD","Single","50729","3","2","166"
"101538","1954","PhD","Married","62670","3","2","166"
"100423","1970","Graduate","Single","30015","2","2","166"
"101531","1982","Graduate","Married","22448","3","2","166"
"101525","1981","Undergraduate","Together","75774","3","2","166"
"102000","1983","Master","Single","89616","1","2","166"
"101519","1945","Graduate","Married","69755","2","2","166"
"101512","1982","Graduate","Together","19444","3","2","166"
"100438","1955","Graduate","Single","57959","2","2","166"
"100439","1969","Graduate","Married","56796","3","2","166"
"100451","1975","Graduate","Married","33183","3","2","166"
"101492","1961","Graduate","Married","27116","4","2","166"
"100460","1978","Graduate","Married","38415","4","2","166"
"100462","1956","Graduate","Married","62503","3","2","166"
"101481","1955","Graduate","Married","74268","2","2","166"
"101475","1950","Graduate","Divorced","82460","1","2","166"
"100478","1955","Graduate","Together","76005","2","2","166"
"100034","1946","Master","Married","68657","2","2","166"
"101464","1964","Master","Single","63972","2","2","166"
"100491","1976","Graduate","Married","65665","3","2","166"
"101454","1956","Graduate","Married","63943","3","2","166"
"101448","1987","Undergraduate","Married","30390","2","2","166"
"101432","1987","PhD","Single","74004","1","2","166"
"100515","1975","Undergraduate","Widow","47682","2","2","166"
"100037","1976","Undergraduate","Married","23718","3","2","166"
"100522","1967","Graduate","Divorced","76982","1","2","166"
"101393","1976","Undergraduate","Together","75484","3","2","166"
"101388","1970","PhD","Married","59892","3","2","166"
"100559","1981","Master","Married","36959","3","2","166"
"101383","1977","Graduate","Married","34380","3","2","166"
"101379","1953","Graduate","Married","50725","3","2","166"
"101365","1972","Graduate","Together","46053","3","2","166"
"101348","1973","Undergraduate","Divorced","31163","2","2","166"
"100584","1961","Graduate","Single","30081","2","2","166"
"101343","1969","PhD","Together","54132","3","2","166"
"101338","1948","Graduate","Together","51315","2","2","166"
"101336","1990","Graduate","Single","34412","2","2","166"
"101334","1969","Master","Married","43142","4","2","166"
"101318","1972","PhD","Together","38887","3","2","166"
"101314","1972","PhD","Together","51381","3","2","166"
"100044","1975","Master","Married","7500","3","2","166"
"101303","1960","Graduate","Single","48904","2","2","166"
"102035","1977","Graduate","Together","666666","3","2","166"
"100614","1960","Undergraduate","Single","32218","1","2","166"
"100630","1960","Master","Single","98777","1","2","166"
"101277","1990","Graduate","Married","18929","2","2","166"
"101260","1962","Master","Married","72828","3","2","166"
"100654","1979","Graduate","Single","70337","1","2","166"
"101239","1970","Graduate","Divorced","44267","3","2","166"
"101238","1985","Undergraduate","Married","23148","2","2","166"
"101235","1946","Graduate","Married","78569","2","2","166"
"100670","1952","High School","Together","13084","2","2","166"
"101213","1971","Graduate","Married","66303","3","2","166"
"101193","1967","PhD","Married","77766","3","2","166"
"100687","1975","Graduate","Single","33249","2","2","166"
"100696","1954","Graduate","Married","59111","2","2","166"
"100698","1965","Graduate","Married","72190","2","2","166"
"101176","1976","PhD","Together","37395","3","2","166"
"101172","1971","Graduate","Divorced","44421","3","2","166"
"100725","1969","Graduate","Married","80952","2","2","166"
"100726","1979","Graduate","Together","75507","2","2","166"
"101151","1957","PhD","Together","40451","4","2","166"
"101149","1956","Master","Married","50965","3","2","166"
"101140","1952","Graduate","Single","62307","2","2","166"
"101136","1974","Undergraduate","Married","45894","4","2","166"
"101132","1985","Graduate","Single","22327","2","2","166"
"100052","1977","Graduate","Single","35790","2","2","166"
"100758","1960","Master","Together","17144","4","2","166"
"100759","1968","PhD","Divorced","42564","2","2","166"
"101126","1991","Master","Single","90638","1","2","166"
"100770","1973","Graduate","Together","73926","2","2","166"
"101118","1996","High School","Married","14421","2","2","166"
"100056","1966","Graduate","Divorced","70287","1","2","166"
"100803","1980","Undergraduate","Together","25130","3","2","166"
"100804","1967","Graduate","Married","35441","4","2","166"
"100808","1980","Undergraduate","Single","45889","2","2","166"
"101089","1961","Graduate","Married","49678","3","2","166"
"100826","1985","Graduate","Married","55357","4","2","166"
"100830","1969","Master","Together","44602","4","2","166"
"101062","1954","Graduate","Divorced","76773","1","2","166"
"101055","1986","Graduate","Married","38508","3","2","166"
"101052","1979","Graduate","Married","56775","3","2","166"
"100062","1952","Graduate","Single","61823","2","2","166"
"100846","1983","Graduate","Married","39922","3","2","166"
"101049","1958","Graduate","Divorced","79803","2","2","166"
"100853","1970","PhD","Together","82072","2","2","166"
"101039","1970","Master","Single","75345","1","2","166"
"101028","1953","Graduate","Married","39722","3","2","166"
"101808","1983","Graduate","Single","39062","2","3","189"
"100532","1980","Graduate","Married","47850","3","3","189"
"101196","1955","Undergraduate","Married","62972","3","3","189"
"100534","1973","Master","Married","27159","4","3","189"
"100535","1963","Undergraduate","Single","39548","3","3","189"
"101553","1975","Graduate","Married","27573","3","3","189"
"100402","1955","PhD","Married","66465","3","3","189"
"101797","1965","Master","Married","70053","3","3","189"
"101960","1971","PhD","Together","29732","3","3","189"
"100009","1950","PhD","Together","5648","4","3","189"
"101901","1960","High School","Widow","22123","1","3","189"
"101198","1976","Graduate","Married","39356","4","3","189"
"100543","1970","Undergraduate","Married","15315","2","3","189"
"100952","1954","Graduate","Divorced","85683","1","3","189"
"101902","1971","Graduate","Married","51381","4","3","189"
"101909","1959","Graduate","Married","79823","3","3","189"
"100675","1961","Graduate","Single","45938","1","3","189"
"100405","1943","PhD","Married","75865","2","3","189"
"101211","1966","Master","Married","57183","4","3","189"
"101394","1976","Master","Single","70379","2","3","189"
"100673","1995","Graduate","Single","34824","1","3","189"
"101088","1962","PhD","Divorced","85696","1","3","189"
"101057","1972","Graduate","Married","30023","3","3","189"
"100059","1968","PhD","Married","55954","3","3","189"
"100939","1962","Graduate","Married","83715","2","3","189"
"101223","1970","Graduate","Divorced","33986","2","3","189"
"101921","1976","Master","Married","53204","4","3","189"
"101229","1973","Undergraduate","Married","43050","3","3","189"
"101232","1954","Master","Together","60033","3","3","189"
"100019","1985","Undergraduate","Single","33812","2","3","189"
"100100","1959","PhD","Single","34554","2","3","189"
"101023","1965","Undergraduate","Divorced","64176","2","3","189"
"100835","1966","Master","Single","43456","2","3","189"
"102029","1962","Graduate","Single","57967","2","3","189"
"100941","1952","Graduate","Married","35704","4","3","189"
"101242","1976","Graduate","Together","50200","4","3","189"
"100207","1956","Graduate","Together","46097","3","3","189"
"100568","1983","Graduate","Together","39453","3","3","189"
"100208","1954","Graduate","Together","77972","2","3","189"
"101653","1955","Graduate","Single","62535","2","3","189"
"101364","1973","Undergraduate","Together","69401","3","3","189"
"100072","1959","Graduate","Married","65031","3","3","189"
"101258","1977","Graduate","Single","37774","3","3","189"
"101357","1979","Graduate","Together","21645","3","3","189"
"100342","1976","Master","Married","33181","3","3","189"
"101945","1974","Graduate","Together","33590","5","3","189"
"100092","1972","Master","Single","42394","2","3","189"
"101619","1949","PhD","Married","80360","2","3","189"
"101259","1974","High School","Married","18393","3","3","189"
"101603","1964","PhD","Together","46910","4","3","189"
"101346","1958","Undergraduate","Single","38741","3","3","189"
"100024","1951","Graduate","Together","40689","3","3","189"
"101824","1971","Master","Married","39791","3","3","189"
"101015","1987","Graduate","Together","67605","2","3","189"
"100018","1949","Master","Married","76995","3","3","189"
"100186","1976","Graduate","Married","74068","2","3","189"
"101339","1972","Graduate","Married","36026","5","3","189"
"100634","1955","Graduate","Divorced","49431","2","3","189"
"101278","1982","High School","Single","24367","2","3","189"
"101281","1956","PhD","Together","76542","2","3","189"
"101941","1956","Undergraduate","Married","53230","3","3","189"
"100823","1974","PhD","Married","46374","3","3","189"
"101826","1958","Graduate","Single","94472","2","3","189"
"101286","1962","Graduate","Single","69627","2","3","189"
"100082","1973","Undergraduate","Married","23559","3","3","189"
"100267","1983","Master","Single","31788","2","3","189"
"101317","1973","Graduate","Together","22682","3","3","189"
"101978","1990","Master","Single","91172","1","3","189"
"100599","1976","PhD","Together","162397","4","3","189"
"100600","1978","Graduate","Widow","54162","3","3","189"
"100871","1969","Graduate","Together","58917","5","3","189"
"101302","1969","PhD","Married","56242","3","3","189"
"101310","1958","Graduate","Together","51381","4","3","189"
"101309","1956","Undergraduate","Together","54342","4","3","189"
"101035","1965","Graduate","Single","66294","1","3","189"
"100606","1955","Undergraduate","Married","72635","2","3","189"
"101943","1986","PhD","Married","82333","2","3","189"
"100608","1975","Graduate","Single","84196","2","3","189"
"101944","1965","PhD","Together","65220","2","3","189"
"100261","1966","Master","Married","38179","4","3","189"
"100260","1952","Master","Together","43776","4","3","189"
"101733","1984","Graduate","Single","52413","2","3","189"
"102014","1954","Graduate","Together","32144","4","3","189"
"101130","1958","High School","Single","15056","3","3","189"
"100368","1970","Graduate","Single","22585","1","3","189"
"101109","1965","Graduate","Married","44375","3","3","189"
"101961","1960","Master","Together","41275","5","3","189"
"100326","1956","PhD","Married","66334","3","3","189"
"100790","1972","Graduate","Married","65685","3","3","189"
"101793","1950","PhD","Widow","76842","1","3","189"
"100432","1974","Undergraduate","Married","20130","2","3","189"
"101522","1969","Master","Together","35924","4","3","189"
"101740","1968","Graduate","Divorced","61671","2","3","189"
"101515","1959","PhD","Married","52854","4","3","189"
"101743","1954","PhD","Single","90933","1","3","189"
"101511","1963","PhD","Divorced","41003","1","3","189"
"100995","1971","PhD","Married","37126","3","3","189"
"101637","1967","Graduate","Married","42664","3","3","189"
"101509","1952","PhD","Married","54549","3","3","189"
"101044","1958","PhD","Single","71691","1","3","189"
"101849","1951","Graduate","Divorced","22263","3","3","189"
"100755","1972","Graduate","Married","30467","3","3","189"
"101747","1987","Master","Married","73395","2","3","189"
"101632","1956","Graduate","Married","67131","3","3","189"
"101787","1968","Graduate","Single","36065","3","3","189"
"101752","1959","Graduate","Married","35701","2","3","189"
"102028","1979","Graduate","Married","63777","4","3","189"
"101683","1959","Graduate","Together","44911","3","3","189"
"100231","1965","PhD","Married","62745","3","3","189"
"100227","1966","Graduate","Single","37070","3","3","189"
"100452","1969","PhD","Single","66582","1","3","189"
"100375","1981","Master","Single","36143","2","3","189"
"101495","1990","Undergraduate","Single","51250","2","3","189"
"101999","1972","High School","Married","25224","3","3","189"
"100143","1988","Graduate","Together","41883","3","3","189"
"100457","1975","Graduate","Married","61456","3","3","189"
"101777","1959","Master","Married","34242","3","3","189"
"101685","1974","Graduate","Together","48186","3","3","189"
"101103","1960","Master","Married","54197","3","3","189"
"100222","1978","Graduate","Together","42011","3","3","189"
"101142","1969","Master","Married","70091","3","3","189"
"102004","1952","Master","Single","8820","3","3","189"
"100742","1979","Graduate","Married","72063","3","3","189"
"100306","1989","Graduate","Married","51381","2","3","189"
"100982","1978","Graduate","Married","17345","3","3","189"
"100881","1994","Graduate","Single","95529","1","3","189"
"101688","1957","Graduate","Married","47743","3","3","189"
"100732","1981","Undergraduate","Married","35523","3","3","189"
"101622","1979","High School","Single","16014","3","3","189"
"100976","1973","Graduate","Married","32300","3","3","189"
"100381","1979","Graduate","Together","90300","2","3","189"
"101994","1957","Undergraduate","Married","53233","3","3","189"
"100778","1971","Master","Married","56850","3","3","189"
"101470","1982","Graduate","Together","45203","4","3","189"
"101469","1960","PhD","Together","38201","3","3","189"
"100477","1976","Graduate","Divorced","46310","2","3","189"
"100730","1979","Master","Married","40662","3","3","189"
"101467","1957","PhD","Married","75283","5","3","189"
"100354","1969","PhD","Widow","62187","2","3","189"
"101123","1952","Master","Married","33444","4","3","189"
"101030","1961","Graduate","Together","88347","2","3","189"
"101043","1983","Graduate","Together","43776","3","3","189"
"100724","1958","PhD","Together","51518","3","3","189"
"100485","1944","Graduate","Married","65275","2","3","189"
"101691","1953","Master","Widow","84953","1","3","189"
"100780","1972","Graduate","Married","59666","4","3","189"
"101171","1955","Master","Married","38452","4","3","189"
"101868","1984","Graduate","Married","38680","3","3","189"
"100134","1967","PhD","Together","62981","2","3","189"
"100805","1956","Graduate","Married","71391","3","3","189"
"101578","1973","PhD","Together","55012","3","3","189"
"102032","1984","Graduate","Single","11012","2","3","189"
"101451","1975","Undergraduate","Married","37284","4","3","189"
"100067","1979","Undergraduate","Single","88194","2","3","189"
"100496","1979","Graduate","Single","60152","2","3","189"
"101885","1965","Graduate","Single","23478","1","3","189"
"100498","1959","Master","Together","89120","2","3","189"
"101975","1949","Undergraduate","Widow","74859","1","3","189"
"100299","1961","Master","Married","80950","2","3","189"
"100501","1961","Graduate","Married","36443","4","3","189"
"101646","1967","Graduate","Single","46904","3","3","189"
"100713","1953","PhD","Single","64108","2","3","189"
"101175","1983","Graduate","Together","28427","3","3","189"
"100711","1989","High School","Married","17487","3","3","189"
"100710","1952","Master","Together","70545","3","3","189"
"101443","1989","Graduate","Together","31928","3","3","189"
"100709","1973","Graduate","Married","67432","3","3","189"
"100391","1956","Undergraduate","Divorced","31395","3","3","189"
"100293","1965","PhD","Divorced","57912","2","3","189"
"101182","1967","PhD","Married","59062","5","3","189"
"101433","1960","Graduate","Together","19740","3","3","189"
"100998","1954","Graduate","Married","38998","4","3","189"
"100514","1960","PhD","Married","49154","4","3","189"
"100809","1977","Graduate","Single","56628","2","3","189"
"100962","1981","Undergraduate","Married","56337","4","3","189"
"100694","1958","Graduate","Single","45160","3","3","189"
"100773","1956","Graduate","Widow","46984","3","3","189"
"101562","1969","Graduate","Married","42231","4","3","189"
"100332","1965","Graduate","Together","83003","2","3","189"
"100693","1970","Graduate","Divorced","58710","2","3","189"
"101026","1966","Graduate","Together","70713","3","3","189"
"101187","1992","High School","Single","7500","2","3","189"
"101425","1983","PhD","Single","87188","1","3","189"
"101559","1955","PhD","Married","22554","4","3","189"
"101189","1973","PhD","Together","20427","3","3","189"
"100196","1973","PhD","Single","46854","3","3","189"
"101413","1974","Master","Married","63206","2","3","189"
"100359","1976","Graduate","Divorced","31615","2","3","189"
"100959","1956","Graduate","Divorced","46086","2","3","189"
"100275","1968","Master","Divorced","63841","2","4","167"
"101624","1971","Master","Single","39763","2","4","167"
"101612","1983","Graduate","Together","37292","3","4","167"
"101611","1964","Graduate","Together","55761","3","4","167"
"101604","1955","Graduate","Divorced","37244","3","4","167"
"100362","1984","Undergraduate","Married","35684","3","4","167"
"100997","1959","Graduate","Married","61180","3","4","167"
"101599","1979","Master","Single","16653","2","4","167"
"101827","1960","Graduate","Together","13672","4","4","167"
"100777","1976","Master","Married","49681","4","4","167"
"100173","1967","Graduate","Single","52074","2","4","167"
"100171","1970","Graduate","Married","50447","4","4","167"
"100383","1993","Graduate","Single","74293","1","4","167"
"100384","1946","PhD","Married","51012","2","4","167"
"101968","1964","Undergraduate","Divorced","41713","3","4","167"
"101565","1971","Graduate","Single","58350","2","4","167"
"101560","1983","PhD","Married","23536","3","4","167"
"100169","1965","Graduate","Together","33456","4","4","167"
"100783","1972","Graduate","Single","21359","2","4","167"
"100785","1955","Master","Married","52750","3","4","167"
"100412","1974","Master","Married","82584","2","4","167"
"100413","1941","PhD","Married","93027","2","4","167"
"100414","1953","Graduate","Married","48686","5","4","167"
"100415","1986","Graduate","Married","92910","2","4","167"
"100417","1989","Undergraduate","Together","10404","3","4","167"
"100418","1968","Graduate","Married","61314","3","4","167"
"101534","1977","Graduate","Together","157146","2","4","167"
"100429","1989","Graduate","Married","28691","3","4","167"
"101042","1958","PhD","Together","84460","2","4","167"
