"customer_key","year_birth","age_in_2014","generation","education","marital_status","living_situation","income","kidhome","teenhome","dt_customer","is_parent","household_size","year"
"100817","1956","58","Baby Boomer","Master","Single","Alone","55284","0","1","2012-12-24 00:00:00","true","2","2012"
"100966","1953","61","Baby Boomer","Master","Married","Partner","65569","0","1","2012-05-11 00:00:00","true","3","2012"
"100954","1981","33","Millennial","Master","Together","Partner","42021","1","0","2012-08-31 00:00:00","true","3","2012"
"101814","1984","30","Millennial","Master","Single","Alone","31385","1","0","2012-05-12 00:00:00","true","2","2012"
"101269","1978","36","Gen X","Master","Married","Partner","88097","1","0","2012-08-18 00:00:00","true","3","2012"
"101783","1976","38","Gen X","Master","Married","Partner","34529","1","0","2012-09-14 00:00:00","true","3","2012"
"100202","1984","30","Millennial","Master","Single","Alone","18890","0","0","2012-10-11 00:00:00","false","1","2012"
"100940","1959","55","Baby Boomer","Master","Together","Partner","82576","0","0","2012-01-08 00:00:00","false","2","2012"
"101563","1980","34","Millennial","Master","Divorced","Alone","78789","0","0","2012-08-08 00:00:00","false","1","2012"
"100859","1965","49","Gen X","Master","Widow","Alone","51390","1","1","2012-08-09 00:00:00","true","3","2012"
"100108","1960","54","Baby Boomer","Master","Married","Partner","89058","0","0","2012-07-12 00:00:00","false","2","2012"
"101504","1956","58","Baby Boomer","Master","Married","Partner","52973","0","1","2012-08-11 00:00:00","true","3","2012"
"101987","1967","47","Gen X","Master","Divorced","Alone","81380","0","0","2012-12-22 00:00:00","false","1","2012"
"100891","1979","35","Gen X","Master","Together","Partner","24401","0","0","2012-08-31 00:00:00","false","2","2012"
"102033","1970","44","Gen X","Master","Single","Alone","44802","0","0","2012-08-21 00:00:00","false","1","2012"
"100938","1971","43","Gen X","Master","Together","Partner","80573","0","0","2012-10-14 00:00:00","false","2","2012"
"100926","1969","45","Gen X","Master","Together","Partner","41021","1","0","2012-12-30 00:00:00","true","3","2012"
"100567","1951","63","Baby Boomer","Master","Married","Partner","27450","0","0","2013-04-15 00:00:00","false","2","2013"
"100571","1961","53","Baby Boomer","Master","Married","Partner","61794","0","1","2013-09-14 00:00:00","true","3","2013"
"100576","1965","49","Gen X","Master","Single","Alone","69882","0","0","2013-10-11 00:00:00","false","1","2013"
"100579","1975","39","Gen X","Master","Together","Partner","17459","1","0","2013-09-19 00:00:00","true","3","2013"
"100581","1969","45","Gen X","Master","Married","Partner","42169","1","1","2013-10-19 00:00:00","true","4","2013"
"100588","1966","48","Gen X","Master","Together","Partner","49618","1","1","2013-01-26 00:00:00","true","4","2013"
"100593","1969","45","Gen X","Master","Single","Alone","26877","0","0","2013-08-19 00:00:00","false","1","2013"
"100594","1944","70","Silent Generation","Master","Widow","Alone","45006","0","0","2013-07-18 00:00:00","false","1","2013"
"100598","1965","49","Gen X","Master","Single","Alone","35791","2","1","2013-06-05 00:00:00","true","4","2013"
"100624","1947","67","Baby Boomer","Master","Together","Partner","77632","0","0","2013-10-03 00:00:00","false","2","2013"
"100627","1970","44","Gen X","Master","Divorced","Alone","55282","1","0","2013-12-13 00:00:00","true","2","2013"
"100642","1956","58","Baby Boomer","Master","Together","Partner","14661","0","0","2013-01-01 00:00:00","false","2","2013"
"100649","1962","52","Baby Boomer","Master","Single","Alone","59247","0","2","2013-08-11 00:00:00","true","3","2013"
"100669","1958","56","Baby Boomer","Master","Together","Partner","42315","0","1","2013-12-07 00:00:00","true","3","2013"
"100671","1949","65","Baby Boomer","Master","Widow","Alone","47570","1","1","2013-05-29 00:00:00","true","3","2013"
"100672","1961","53","Baby Boomer","Master","Married","Partner","61923","0","2","2013-07-26 00:00:00","true","4","2013"
"100681","1968","46","Gen X","Master","Divorced","Alone","41335","1","0","2013-12-26 00:00:00","true","2","2013"
"100702","1965","49","Gen X","Master","Married","Partner","56962","2","1","2013-11-10 00:00:00","true","5","2013"
"100714","1956","58","Baby Boomer","Master","Together","Partner","34941","1","1","2013-06-03 00:00:00","true","4","2013"
"100730","1979","35","Gen X","Master","Married","Partner","40662","1","0","2013-03-15 00:00:00","true","3","2013"
"100734","1988","26","Millennial","Master","Married","Partner","78285","0","0","2013-10-28 00:00:00","false","2","2013"
"100741","1956","58","Baby Boomer","Master","Married","Partner","62058","0","1","2013-05-26 00:00:00","true","3","2013"
"100750","1955","59","Baby Boomer","Master","Single","Alone","51124","1","1","2013-12-18 00:00:00","true","3","2013"
"100762","1945","69","","Master","Together","Partner","62847","0","0","2013-01-15 00:00:00","false","2","2013"
"100767","1962","52","Baby Boomer","Master","Single","Alone","45183","0","0","2013-01-20 00:00:00","false","1","2013"
"100772","1970","44","Gen X","Master","Married","Partner","61872","0","1","2013-12-13 00:00:00","true","3","2013"
"100777","1976","38","Gen X","Master","Married","Partner","49681","0","2","2013-04-11 00:00:00","true","4","2013"
"100785","1955","59","Baby Boomer","Master","Married","Partner","52750","0","1","2013-04-02 00:00:00","true","3","2013"
"100806","1972","42","Gen X","Master","Single","Alone","49494","1","0","2013-04-25 00:00:00","true","2","2013"
"100835","1966","48","Gen X","Master","Single","Alone","43456","0","1","2013-03-26 00:00:00","true","2","2013"
"100836","1986","28","Millennial","Master","Single","Alone","19485","2","0","2013-09-24 00:00:00","true","3","2013"
"100843","1978","36","Gen X","Master","Together","Partner","61346","1","0","2013-06-10 00:00:00","true","3","2013"
"100845","1971","43","Gen X","Master","Divorced","Alone","42835","1","1","2013-06-30 00:00:00","true","3","2013"
"100857","1978","36","Gen X","Master","Single","Alone","68092","0","0","2013-12-16 00:00:00","false","1","2013"
"100880","1972","42","Gen X","Master","Married","Partner","35641","1","0","2013-07-14 00:00:00","true","3","2013"
"100883","1960","54","Baby Boomer","Master","Together","Partner","73113","0","0","2013-12-26 00:00:00","false","2","2013"
"100888","1969","45","Gen X","Master","Single","Alone","39858","1","0","2013-01-24 00:00:00","true","2","2013"
"100916","1973","41","Gen X","Master","Divorced","Alone","44051","1","1","2013-01-29 00:00:00","true","3","2013"
"100005","1967","47","Gen X","Master","Together","Partner","62513","0","1","2013-09-09 00:00:00","true","3","2013"
"100013","1952","62","Baby Boomer","Master","Divorced","Alone","59354","1","1","2013-11-15 00:00:00","true","3","2013"
"100018","1949","65","Baby Boomer","Master","Married","Partner","76995","0","1","2013-03-28 00:00:00","true","3","2013"
"100031","1963","51","Baby Boomer","Master","Together","Partner","38620","0","0","2013-11-05 00:00:00","false","2","2013"
"100034","1946","68","Baby Boomer","Master","Married","Partner","68657","0","0","2013-02-20 00:00:00","false","2","2013"
"100035","1951","63","Baby Boomer","Master","Single","Alone","49389","1","1","2013-08-29 00:00:00","true","3","2013"
"100041","1985","29","Millennial","Master","Married","Partner","20559","1","0","2013-12-03 00:00:00","true","3","2013"
"100044","1975","39","Gen X","Master","Married","Partner","7500","1","0","2013-02-10 00:00:00","true","3","2013"
"100060","1982","32","Millennial","Master","Single","Alone","75777","0","0","2013-04-07 00:00:00","false","1","2013"
"100085","1970","44","Gen X","Master","Married","Partner","36138","1","1","2013-07-16 00:00:00","true","4","2013"
"100091","1973","41","Gen X","Master","Together","Partner","51381","0","0","2013-11-23 00:00:00","false","2","2013"
"100119","1953","61","Baby Boomer","Master","Together","Partner","56129","0","1","2013-06-20 00:00:00","true","3","2013"
"100121","1985","29","Millennial","Master","Married","Partner","19510","2","0","2013-04-09 00:00:00","true","4","2013"
"100130","1958","56","Baby Boomer","Master","Alone","Alone","61331","1","1","2013-10-03 00:00:00","true","3","2013"
"100140","1976","38","Gen X","Master","Together","Partner","65104","0","1","2013-11-14 00:00:00","true","3","2013"
"100159","1958","56","Baby Boomer","Master","Single","Alone","30523","2","1","2013-01-07 00:00:00","true","4","2013"
"100180","1946","68","Baby Boomer","Master","Married","Partner","66835","0","0","2013-09-28 00:00:00","false","2","2013"
"100204","1963","51","Baby Boomer","Master","Divorced","Alone","48721","1","1","2013-05-13 00:00:00","true","3","2013"
"100210","1974","40","Gen X","Master","Together","Partner","46014","1","1","2013-01-21 00:00:00","true","4","2013"
"100214","1948","66","Baby Boomer","Master","Married","Partner","83790","0","0","2013-11-15 00:00:00","false","2","2013"
"100215","1954","60","Baby Boomer","Master","Widow","Alone","44551","0","1","2013-08-31 00:00:00","true","2","2013"
"100233","1982","32","Millennial","Master","Together","Partner","23661","1","0","2013-04-12 00:00:00","true","3","2013"
"100246","1975","39","Gen X","Master","Single","Alone","31160","1","0","2013-09-16 00:00:00","true","2","2013"
"100260","1952","62","Baby Boomer","Master","Together","Partner","43776","1","1","2013-03-02 00:00:00","true","4","2013"
"100261","1966","48","Gen X","Master","Married","Partner","38179","1","1","2013-03-14 00:00:00","true","4","2013"
"100275","1968","46","Gen X","Master","Divorced","Alone","63841","0","1","2013-04-21 00:00:00","true","2","2013"
"100281","1956","58","Baby Boomer","Master","Together","Partner","50898","1","1","2013-08-01 00:00:00","true","4","2013"
"100283","1949","65","Baby Boomer","Master","Divorced","Alone","35416","0","0","2013-06-13 00:00:00","false","1","2013"
"100291","1986","28","Millennial","Master","Together","Partner","42386","1","0","2013-01-13 00:00:00","true","3","2013"
"100299","1961","53","Baby Boomer","Master","Married","Partner","80950","0","0","2013-03-28 00:00:00","false","2","2013"
"100302","1964","50","Gen X","Master","Married","Partner","64100","0","1","2013-10-09 00:00:00","true","3","2013"
"100303","1992","22","Millennial","Master","Together","Partner","42670","0","0","2013-04-27 00:00:00","false","2","2013"
"100307","1976","38","Gen X","Master","Single","Alone","70893","0","0","2013-06-02 00:00:00","false","1","2013"
"100327","1971","43","Gen X","Master","Married","Partner","35178","1","0","2013-10-01 00:00:00","true","3","2013"
"100351","1943","71","Silent Generation","Master","Married","Partner","65073","0","0","2013-08-20 00:00:00","false","2","2013"
"100364","1970","44","Gen X","Master","Single","Alone","29548","1","0","2013-08-29 00:00:00","true","2","2013"
"100377","1968","46","Gen X","Master","Together","Partner","43795","0","1","2013-10-16 00:00:00","true","3","2013"
"100382","1979","35","Gen X","Master","Together","Partner","62499","1","0","2013-09-12 00:00:00","true","3","2013"
"100409","1971","43","Gen X","Master","Married","Partner","49505","1","1","2013-05-03 00:00:00","true","4","2013"
"100412","1974","40","Gen X","Master","Married","Partner","82584","0","0","2013-04-06 00:00:00","false","2","2013"
"100424","1956","58","Baby Boomer","Master","Together","Partner","50943","0","1","2013-06-21 00:00:00","true","3","2013"
"100426","1949","65","Baby Boomer","Master","Widow","Alone","51529","0","1","2013-07-09 00:00:00","true","2","2013"
"100434","1972","42","Gen X","Master","Divorced","Alone","42618","1","0","2013-09-10 00:00:00","true","2","2013"
"100440","1971","43","Gen X","Master","Single","Alone","36230","1","0","2013-10-17 00:00:00","true","2","2013"
"100445","1984","30","Millennial","Master","Married","Partner","42207","1","0","2013-01-04 00:00:00","true","3","2013"
"100467","1973","41","Gen X","Master","Married","Partner","38961","1","0","2013-12-30 00:00:00","true","3","2013"
"100468","1972","42","Gen X","Master","Divorced","Alone","37760","1","0","2013-11-08 00:00:00","true","2","2013"
"100479","1964","50","Gen X","Master","Single","Alone","58308","0","1","2013-12-01 00:00:00","true","2","2013"
"100481","1962","52","Baby Boomer","Master","Divorced","Alone","59432","0","1","2013-04-13 00:00:00","true","2","2013"
"100487","1961","53","Baby Boomer","Master","Together","Partner","48330","0","1","2013-11-15 00:00:00","true","3","2013"
"100500","1975","39","Gen X","Master","Single","Alone","81169","0","0","2013-04-14 00:00:00","false","1","2013"
"100520","1951","63","Baby Boomer","Master","Together","Partner","47352","0","1","2013-11-04 00:00:00","true","3","2013"
"100524","1981","33","Millennial","Master","Single","Alone","22944","1","0","2013-12-23 00:00:00","true","2","2013"
"100539","1949","65","Baby Boomer","Master","Married","Partner","81698","0","0","2013-06-11 00:00:00","false","2","2013"
"100547","1971","43","Gen X","Master","Together","Partner","71499","0","1","2013-06-25 00:00:00","true","3","2013"
"100552","1951","63","Baby Boomer","Master","Together","Partner","29298","1","1","2013-07-09 00:00:00","true","4","2013"
"100559","1981","33","Millennial","Master","Married","Partner","36959","1","0","2013-02-10 00:00:00","true","3","2013"
"100564","1956","58","Baby Boomer","Master","Together","Partner","54603","1","1","2013-09-07 00:00:00","true","4","2013"
"101170","1975","39","Gen X","Master","Married","Partner","54730","0","1","2013-08-15 00:00:00","true","3","2013"
"101201","1982","32","Millennial","Master","Together","Partner","73450","0","0","2013-05-12 00:00:00","false","2","2013"
"101209","1963","51","Baby Boomer","Master","Single","Alone","64191","0","1","2013-01-22 00:00:00","true","2","2013"
"101211","1966","48","Gen X","Master","Married","Partner","57183","1","1","2013-03-19 00:00:00","true","4","2013"
"101214","1975","39","Gen X","Master","Married","Partner","37368","1","0","2013-12-16 00:00:00","true","3","2013"
"101221","1951","63","Baby Boomer","Master","Together","Partner","39767","0","0","2013-07-21 00:00:00","false","2","2013"
"101226","1972","42","Gen X","Master","Married","Partner","83151","0","0","2013-10-02 00:00:00","false","2","2013"
"101237","1971","43","Gen X","Master","Together","Partner","157733","1","0","2013-04-06 00:00:00","true","3","2013"
"101248","1965","49","Gen X","Master","Together","Partner","45143","0","1","2013-08-26 00:00:00","true","3","2013"
"101255","1960","54","Baby Boomer","Master","Married","Partner","81843","0","0","2013-04-22 00:00:00","false","2","2013"
"101256","1958","56","Baby Boomer","Master","Together","Partner","46692","0","1","2013-06-06 00:00:00","true","3","2013"
"101260","1962","52","Baby Boomer","Master","Married","Partner","72828","0","1","2013-02-14 00:00:00","true","3","2013"
"101263","1982","32","Millennial","Master","Single","Alone","6560","0","0","2013-12-12 00:00:00","false","1","2013"
"101290","1971","43","Gen X","Master","Single","Alone","33316","1","1","2013-04-10 00:00:00","true","3","2013"
"101306","1971","43","Gen X","Master","Together","Partner","57420","0","1","2013-06-25 00:00:00","true","3","2013"
"101307","1970","44","Gen X","Master","Together","Partner","51381","0","1","2013-01-04 00:00:00","true","3","2013"
"101316","1972","42","Gen X","Master","Married","Partner","53761","1","1","2013-11-10 00:00:00","true","4","2013"
"101321","1956","58","Baby Boomer","Master","Married","Partner","63915","0","2","2013-07-30 00:00:00","true","4","2013"
"101330","1953","61","Baby Boomer","Master","Married","Partner","67087","0","1","2013-12-17 00:00:00","true","3","2013"
"101356","1949","65","Baby Boomer","Master","Married","Partner","36408","1","1","2013-09-21 00:00:00","true","4","2013"
"101377","1986","28","Millennial","Master","Married","Partner","28072","1","0","2013-08-07 00:00:00","true","3","2013"
"101378","1963","51","Baby Boomer","Master","Divorced","Alone","49476","0","1","2013-06-20 00:00:00","true","2","2013"
"101389","1987","27","Millennial","Master","Single","Alone","41020","0","0","2013-10-28 00:00:00","false","1","2013"
"101394","1976","38","Gen X","Master","Single","Alone","70379","0","1","2013-03-03 00:00:00","true","2","2013"
"101398","1972","42","Gen X","Master","Together","Partner","49854","1","0","2013-10-11 00:00:00","true","3","2013"
"101409","1975","39","Gen X","Master","Together","Partner","53253","1","1","2013-11-02 00:00:00","true","4","2013"
"101414","1972","42","Gen X","Master","Married","Partner","57136","1","1","2013-09-07 00:00:00","true","4","2013"
"101423","1972","42","Gen X","Master","Married","Partner","37787","1","0","2013-09-20 00:00:00","true","3","2013"
"101442","1967","47","Gen X","Master","Single","Alone","59235","1","0","2013-12-01 00:00:00","true","2","2013"
"101444","1961","53","Baby Boomer","Master","Together","Partner","74881","1","1","2013-08-03 00:00:00","true","4","2013"
"101452","1951","63","Baby Boomer","Master","Divorced","Alone","57530","0","1","2013-12-10 00:00:00","true","2","2013"
"101455","1967","47","Gen X","Master","Married","Partner","37054","1","1","2013-09-15 00:00:00","true","4","2013"
"101468","1986","28","Millennial","Master","Married","Partner","27161","1","0","2013-10-28 00:00:00","true","3","2013"
"101472","1976","38","Gen X","Master","Single","Alone","60482","0","1","2013-01-23 00:00:00","true","2","2013"
"101474","1947","67","Baby Boomer","Master","Together","Partner","78093","0","0","2013-11-12 00:00:00","false","2","2013"
"101488","1965","49","Gen X","Master","Married","Partner","53843","0","1","2013-06-27 00:00:00","true","3","2013"
"101490","1955","59","Baby Boomer","Master","Divorced","Alone","70638","0","0","2013-01-06 00:00:00","false","1","2013"
"101521","1976","38","Gen X","Master","Together","Partner","30560","1","0","2013-06-27 00:00:00","true","3","2013"
"101526","1960","54","Baby Boomer","Master","Divorced","Alone","39228","0","0","2013-10-05 00:00:00","false","1","2013"
"101527","1974","40","Gen X","Master","Married","Partner","58494","0","1","2013-12-12 00:00:00","true","3","2013"
"101537","1954","60","Baby Boomer","Master","Together","Partner","36634","0","1","2013-05-28 00:00:00","true","3","2013"
"101550","1986","28","Millennial","Master","Married","Partner","80141","0","0","2013-11-01 00:00:00","false","2","2013"
"101567","1987","27","Millennial","Master","Divorced","Alone","61787","0","0","2013-06-07 00:00:00","false","1","2013"
"101586","1959","55","Baby Boomer","Master","Married","Partner","77520","0","1","2013-08-28 00:00:00","true","3","2013"
"101624","1971","43","Gen X","Master","Single","Alone","39763","1","0","2013-04-08 00:00:00","true","2","2013"
"101634","1975","39","Gen X","Master","Married","Partner","47808","0","1","2013-10-20 00:00:00","true","3","2013"
"101652","1960","54","Baby Boomer","Master","Married","Partner","28520","1","1","2013-06-14 00:00:00","true","4","2013"
"101658","1951","63","Baby Boomer","Master","Together","Partner","59385","1","1","2013-04-28 00:00:00","true","4","2013"
"101674","1971","43","Gen X","Master","Divorced","Alone","44635","1","1","2013-11-10 00:00:00","true","3","2013"
"101680","1958","56","Baby Boomer","Master","Married","Partner","80739","0","0","2013-05-23 00:00:00","false","2","2013"
"101681","1975","39","Gen X","Master","Together","Partner","22669","1","0","2013-05-22 00:00:00","true","3","2013"
"101691","1953","61","Baby Boomer","Master","Widow","Alone","84953","0","0","2013-03-06 00:00:00","false","1","2013"
"101693","1957","57","Baby Boomer","Master","Together","Partner","68148","0","0","2013-08-31 00:00:00","false","2","2013"
"101694","1965","49","Gen X","Master","Together","Partner","65735","1","1","2013-07-12 00:00:00","true","4","2013"
"101705","1971","43","Gen X","Master","Divorced","Alone","74290","0","1","2013-12-08 00:00:00","true","2","2013"
"101707","1976","38","Gen X","Master","Together","Partner","21024","0","0","2013-04-07 00:00:00","false","2","2013"
"101714","1968","46","Gen X","Master","Together","Partner","32889","1","1","2013-06-09 00:00:00","true","4","2013"
"101731","1969","45","Gen X","Master","Single","Alone","62772","0","1","2013-05-19 00:00:00","true","2","2013"
"101753","1980","34","","Master","Married","Partner","31535","1","0","2013-09-26 00:00:00","true","3","2013"
"101763","1943","71","Silent Generation","Master","Single","Alone","77598","0","0","2013-01-10 00:00:00","false","1","2013"
"101765","1977","37","Gen X","Master","Married","Partner","22701","1","0","2013-05-09 00:00:00","true","3","2013"
"101768","1965","49","Gen X","Master","Married","Partner","62694","1","1","2013-06-17 00:00:00","true","4","2013"
"101797","1965","49","Gen X","Master","Married","Partner","70053","0","1","2013-03-07 00:00:00","true","3","2013"
"101817","1962","52","Baby Boomer","Master","Married","Partner","58646","0","1","2013-10-06 00:00:00","true","3","2013"
"101824","1971","43","Gen X","Master","Married","Partner","39791","0","1","2013-03-28 00:00:00","true","3","2013"
"101825","1947","67","Baby Boomer","Master","Single","Alone","91712","0","0","2013-10-17 00:00:00","false","1","2013"
"101852","1982","32","Millennial","Master","Married","Partner","43815","1","0","2013-05-04 00:00:00","true","3","2013"
"101873","1979","35","Gen X","Master","Married","Partner","45057","1","0","2013-01-12 00:00:00","true","3","2013"
"101888","1969","45","Gen X","Master","Together","Partner","51381","1","1","2013-05-18 00:00:00","true","4","2013"
"101900","1977","37","Gen X","Master","Married","Partner","27889","1","0","2013-05-07 00:00:00","true","3","2013"
"101903","1954","60","Baby Boomer","Master","Together","Partner","51381","0","1","2013-06-23 00:00:00","true","3","2013"
"101907","1943","71","Silent Generation","Master","Widow","Alone","51381","0","0","2013-10-30 00:00:00","false","1","2013"
"101911","1971","43","Gen X","Master","Married","Partner","34109","0","1","2013-06-11 00:00:00","true","3","2013"
"101912","1974","40","Gen X","Master","Divorced","Alone","53367","1","1","2013-08-31 00:00:00","true","3","2013"
"101926","1949","65","Baby Boomer","Master","Married","Partner","48150","0","1","2013-08-06 00:00:00","true","3","2013"
"101931","1974","40","Gen X","Master","Together","Partner","43018","0","1","2013-01-11 00:00:00","true","3","2013"
"101932","1954","60","Baby Boomer","Master","Married","Partner","45736","0","1","2013-07-24 00:00:00","true","3","2013"
"101933","1969","45","Gen X","Master","Together","Partner","66476","0","1","2013-04-12 00:00:00","true","3","2013"
"101936","1962","52","Baby Boomer","Master","Single","Alone","72217","0","0","2013-10-04 00:00:00","false","1","2013"
"101946","1976","38","Gen X","Master","Single","Alone","72309","0","0","2013-11-03 00:00:00","false","1","2013"
"101964","1958","56","Baby Boomer","Master","Married","Partner","49572","1","1","2013-12-15 00:00:00","true","4","2013"
"101978","1990","24","Millennial","Master","Single","Alone","91172","0","0","2013-03-27 00:00:00","false","1","2013"
"102000","1983","31","Millennial","Master","Single","Alone","89616","0","0","2013-02-25 00:00:00","false","1","2013"
"102004","1952","62","Baby Boomer","Master","Single","Alone","8820","1","1","2013-03-22 00:00:00","true","3","2013"
"100945","1979","35","Gen X","Master","Divorced","Alone","33462","1","0","2013-07-08 00:00:00","true","2","2013"
"100994","1972","42","Gen X","Master","Single","Alone","46423","1","1","2013-09-18 00:00:00","true","3","2013"
"101003","1966","48","Gen X","Master","Married","Partner","33585","0","1","2013-09-25 00:00:00","true","3","2013"
"101010","1983","31","Millennial","Master","Married","Partner","27100","1","0","2013-05-04 00:00:00","true","3","2013"
"101039","1970","44","Gen X","Master","Single","Alone","75345","0","0","2013-02-02 00:00:00","false","1","2013"
"101051","1982","32","Millennial","Master","Together","Partner","27590","1","0","2013-04-23 00:00:00","true","3","2013"
"101068","1983","31","Millennial","Master","Married","Partner","36262","0","0","2013-09-20 00:00:00","false","2","2013"
"101073","1973","41","Gen X","Master","Divorced","Alone","52034","1","1","2013-05-17 00:00:00","true","3","2013"
"101081","1951","63","Baby Boomer","Master","Married","Partner","67381","0","1","2013-01-15 00:00:00","true","3","2013"
"101122","1960","54","Baby Boomer","Master","Married","Partner","47353","0","1","2013-11-13 00:00:00","true","3","2013"
"101141","1969","45","Gen X","Master","Married","Partner","43641","1","1","2013-04-22 00:00:00","true","4","2013"
"101142","1969","45","Gen X","Master","Married","Partner","70091","1","0","2013-03-31 00:00:00","true","3","2013"
"101147","1958","56","Baby Boomer","Master","Married","Partner","51412","0","1","2013-12-31 00:00:00","true","3","2013"
"101148","1957","57","Baby Boomer","Master","Together","Partner","66636","0","0","2013-08-17 00:00:00","false","2","2013"
"101149","1956","58","Baby Boomer","Master","Married","Partner","50965","0","1","2013-02-20 00:00:00","true","3","2013"
"100918","1976","38","Gen X","Master","Together","Partner","46106","1","1","2014-11-05 00:00:00","true","4","2014"
"100847","1956","58","Baby Boomer","Master","Single","Alone","86424","0","0","2014-05-04 00:00:00","false","1","2014"
"100411","1982","32","Millennial","Master","Together","Partner","18492","1","0","2014-05-06 00:00:00","true","3","2014"
"100830","1969","45","Gen X","Master","Together","Partner","44602","1","1","2014-02-15 00:00:00","true","4","2014"
"100825","1973","41","Gen X","Master","Married","Partner","38576","0","1","2014-04-03 00:00:00","true","3","2014"
"100778","1971","43","Gen X","Master","Married","Partner","56850","0","1","2014-03-23 00:00:00","true","3","2014"
"100972","1971","43","Gen X","Master","Married","Partner","38196","1","1","2014-04-18 00:00:00","true","4","2014"
